publication_id,publication_title,publication_doi,new_name,new_is_mentioned,new_is_used,new_description,new_source,new_domain
pub.1171707895,Can the American Community Survey provide new insight into household food security? An illustration of cross‐survey multiple imputation,10.1002/aepp.13441,IPUMS (IPUMS USA),true,true,Integrated Public Use Microdata Series that harmonizes U.S. Census and ACS data for research use.,https://ipums.org,Demographic and socioeconomic microdata
pub.1171711382,Food Insecurity and Family Dynamics,10.1097/fch.0000000000000401,Fragile Families and Child Wellbeing Study (FFCWS) Sample,true,false,"A longitudinal cohort study of families with children born in large U.S. cities, providing data on family dynamics and socioeconomic factors.","Institute for Social Research, University of Michigan",Sociology / Family Studies
pub.1171711382,Food Insecurity and Family Dynamics,10.1097/fch.0000000000000401,National Longitudinal Survey of Children and Youth (NLSCY),true,false,"A Canadian longitudinal survey tracking health, development, and social outcomes of children and youth.",Statistics Canada,Public Health / Child Development
pub.1171711382,Food Insecurity and Family Dynamics,10.1097/fch.0000000000000401,Early Childhood Longitudinal Study - Birth Cohort (ECLS-B),true,false,"A nationally representative longitudinal study of children born in the U.S. in 2001, tracking various developmental outcomes.","U.S. Department of Education, National Center for Education Statistics",Education / Child Development
pub.1171773199,Food Insecurity Is Associated with a Higher Risk of Mortality among Colorectal Cancer Survivors,10.3390/gidisord6020031,National Death Index (NDI),true,true,"A centralized database of death record information for U.S. residents, used for mortality linkage.","National Center for Health Statistics, CDC",Mortality / vital statistics
pub.1171779154,Associated SDOH needs of patients without health insurance and experiencing food insecurity,10.1007/s44155-024-00084-2,SDOH survey,true,true,"A custom questionnaire covering nine social‑determinant needs (medications, housing, utilities, legal concerns, education/work, substance use, mental health, health insurance, dental care).",Developed by the study authors for the Saturday Clinic for the Uninsured.,Public health / Social determinants of health
pub.1171779154,Associated SDOH needs of patients without health insurance and experiencing food insecurity,10.1007/s44155-024-00084-2,Electronic Health Record (EHR) data,true,true,"Patient clinical information extracted from the clinic’s electronic health record system, including diagnoses, lab values, and medication lists.",Medical College of Wisconsin clinic electronic health record system.,Clinical medicine / Health records
pub.1171779154,Associated SDOH needs of patients without health insurance and experiencing food insecurity,10.1007/s44155-024-00084-2,REDCap database,true,true,"A secure, web‑based application used to store the responses from the SDOH questionnaire.",Research Electronic Data Capture (REDCap) platform hosted by the institution.,Data management / Public health research
pub.1171830752,Reconsidering Household Food Insecurity: Assessing the Impact of Neighborhood and Household Characteristics,10.1080/19320248.2024.2355938,PSID‑restricted Geocode Match File,true,true,A restricted data file linking PSID respondents to precise geographic identifiers (ZIP code tabulation areas).,Panel Study of Income Dynamics (PSID),Geography / Data linkage
pub.1172072826,"Food and Nutrition Insecurity: Experiences That Differ for Some and Independently Predict Diet-Related Disease, Los Angeles County, 2022",10.1016/j.tjnut.2024.05.020,Understanding America Study (UAS),true,true,"A longitudinal internet panel survey administered by the University of Southern California Center for Economic and Social Research, providing nationally representative data on U.S. adults.",University of Southern California Center for Economic and Social Research,Social science / public health survey data
pub.1172116666,The Association Between Food Insecurity and Intimate Partner Violence Among U.S. Army Soldiers,10.1177/08862605241253024,U.S. Army Soldiers 2019 Cross‑Sectional Survey,true,true,"Primary dataset collected by the authors consisting of responses from 2,740 U.S. Army soldiers on demographics, food insecurity (Hunger Vital Sign), intimate partner violence (HITS), mental health, financial stress, and other covariates.",U.S. Army Public Health Center,Military health / Public health
pub.1172271450,Screening for Food and Nutrition Insecurity in the Healthcare Setting: A Cross-Sectional Survey of Non-Medicaid Insured Adults in an Integrated Healthcare Delivery System,10.1177/21501319241258948,Social Risk Survey (Kaiser Permanente Northern California),true,true,A self‑administered survey of KPNC health‑plan members assessing social risks and needs.,Kaiser Permanente Northern California,Public health / Social determinants of health
pub.1172271450,Screening for Food and Nutrition Insecurity in the Healthcare Setting: A Cross-Sectional Survey of Non-Medicaid Insured Adults in an Integrated Healthcare Delivery System,10.1177/21501319241258948,Electronic Health Record (EHR) data (Kaiser Permanente Northern California),true,true,"Clinical data extracted from the integrated health‑system's electronic health records, used to identify chronic disease diagnoses.",Kaiser Permanente Northern California,Clinical / Health services research
pub.1172271450,Screening for Food and Nutrition Insecurity in the Healthcare Setting: A Cross-Sectional Survey of Non-Medicaid Insured Adults in an Integrated Healthcare Delivery System,10.1177/21501319241258948,Kaiser Permanente Northern California Diabetes Registry,true,true,A registry that aggregates diabetes‑related clinical information for KPNC members.,Kaiser Permanente Northern California,Clinical / Diabetes research
pub.1172271450,Screening for Food and Nutrition Insecurity in the Healthcare Setting: A Cross-Sectional Survey of Non-Medicaid Insured Adults in an Integrated Healthcare Delivery System,10.1177/21501319241258948,California Health Interview Survey (CHIS) 2017/2018 cycle,true,false,"A state‑level health survey that collects information on health status, behaviors, and access to care.","University of California, Los Angeles (UCLA) Center for Health Policy Research",Public health / Health services research
pub.1173510107,Complex intertwined association between breastfeeding practices and household food insecurity: Systematic review and meta‐analysis,10.1111/mcn.13696,Household Food Insecurity Access Scale,true,false,An experience‑based scale that measures the access dimension of household food insecurity.,Developed by USAID/Food and Nutrition Technical Assistance Project,Public health / Food security
pub.1173510107,Complex intertwined association between breastfeeding practices and household food insecurity: Systematic review and meta‐analysis,10.1111/mcn.13696,Core Food Security Module,true,false,"A standardized questionnaire module for measuring household food security, used in several national surveys.",Various national statistical agencies,Public health / Food security
pub.1173510107,Complex intertwined association between breastfeeding practices and household food insecurity: Systematic review and meta‐analysis,10.1111/mcn.13696,Latin American and Caribbean Food Security Scale,true,false,A validated instrument for assessing household food insecurity across Latin America and the Caribbean.,Regional research networks and national surveys,Public health / Food security
pub.1173510107,Complex intertwined association between breastfeeding practices and household food insecurity: Systematic review and meta‐analysis,10.1111/mcn.13696,Brazilian Food Insecurity Scale,true,false,A nationally‑validated scale for measuring household food insecurity in Brazil.,Brazilian Institute of Geography and Statistics (IBGE),Public health / Food security
pub.1173556241,Examining ADHD and Cognitive Disengagement Syndrome Symptoms in Relation to Food Insecurity in Early Adolescents,10.1007/s10802-024-01226-5,ENSANUT‑2012,true,false,"The 2012 Mexican National Health and Nutrition Survey, a large‑scale, nationally representative dataset on health, nutrition, and socioeconomic variables.",National Institute of Public Health (Mexico),Public health / Nutrition
pub.1173726436,"Factors and Perceptions Associated with Post-Pandemic Food Sourcing and Dietary Patterns among Urban Corner Store Customers in Baltimore, Maryland",10.3390/nu16142196,Beverage Intake Questionnaire (BEVQ‑15),true,true,"A validated 15‑item questionnaire that quantifies habitual beverage consumption, including sugar‑sweetened beverages.",Survey instrument administered to participants via Qualtrics,Nutrition assessment
pub.1173726436,"Factors and Perceptions Associated with Post-Pandemic Food Sourcing and Dietary Patterns among Urban Corner Store Customers in Baltimore, Maryland",10.3390/nu16142196,Block Fruit/Vegetable/Fiber (FVF) Screener,true,true,"A brief dietary screener that estimates usual fruit, vegetable, and fiber consumption.",Survey instrument administered to participants via Qualtrics,Nutrition assessment
pub.1173726436,"Factors and Perceptions Associated with Post-Pandemic Food Sourcing and Dietary Patterns among Urban Corner Store Customers in Baltimore, Maryland",10.3390/nu16142196,Adult Impact Questionnaire (AIQ),true,true,"A comprehensive questionnaire covering sociodemographics, food sourcing, dietary intake screeners, and psychosocial factors.",Online survey platform (Qualtrics) hosted on a Johns Hopkins server,Public health / nutrition behavior
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,discovered_datasets,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,name,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,": 9.0,",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Public health / nutrition security,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,size,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,600 respondents,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,format,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Online questionnaire data (CSV/Excel),false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,access_info,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,": false,",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,": null,",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,"},
    {",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,": 7.5,",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,domain,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Food security measurement,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Survey questionnaire items,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,is_known_dataset,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,matched_known_dataset,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,discovery_reasoning,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Health and nutrition epidemiology,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,"Multiple cycles; each cycle ~5,000 participants",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,U.S. Census Household Pulse Survey,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,confidence_score,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,text_quote,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,U.S. Census Bureau,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Socio‑economic and health impacts of COVID‑19,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,"63,674 respondents (2020 wave)",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Online questionnaire data (public use files),false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,Publicly available through Census Bureau website.,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,"}
  ],",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,: {,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,": 4,",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,": 2,",false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,NFACT,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,SNAP,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,WIC,false,false,,,
pub.1173812005,Experiences participating in federal nutrition assistance programs during the early months of the COVID-19 pandemic: an investigation in Vermont,10.1186/s12937-024-00963-z,FPL,false,false,,,
pub.1173866062,Non-market food production can contribute to diverse dimensions of food security according to key informants in northern New England,10.1080/21683565.2024.2378697,Household Food Insecurity Access Scale (HFIAS),false,false,"A scale developed to measure food insecurity access at the household level, often used in low‑ and middle‑income country surveys.","Coates, Swindale, and Bilinsky (2007)",Food Security / Nutrition Survey
pub.1173910897,Food insecurity and the risk of mortality among Hispanics with hypertension,10.1016/j.numecd.2024.07.009,National Death Index (NDI),true,true,A centralized database of death record information compiled from state vital statistics offices.,National Center for Health Statistics (NCHS),Mortality / Epidemiology
pub.1173910897,Food insecurity and the risk of mortality among Hispanics with hypertension,10.1016/j.numecd.2024.07.009,NHANES Public-Use Linked Mortality File,true,true,"A publicly available file that links NHANES participants to death records from the NDI, providing follow‑up time and cause of death.",CDC/NCHS (derived from NHANES and NDI),Public health / Mortality
pub.1173910897,Food insecurity and the risk of mortality among Hispanics with hypertension,10.1016/j.numecd.2024.07.009,Hispanic Community Health Study/Study of Latinos (HCHS/SOL),true,false,A multi‑center cohort study that follows Hispanic/Latino adults to investigate health outcomes.,National Institutes of Health (NIH),Epidemiology / Public health
pub.1173960729,Exploring the Evolutionary Characteristics of Food Security in China and the United States from a Multidimensional Perspective,10.3390/foods13142272,Living Standards Measurement Study‑Integrated Surveys on Agriculture (LSMS‑ISA),true,false,A World Bank program providing harmonized agricultural household survey data for low‑ and middle‑income countries.,World Bank,"Agricultural economics, household surveys"
pub.1173960729,Exploring the Evolutionary Characteristics of Food Security in China and the United States from a Multidimensional Perspective,10.3390/foods13142272,Food Consumption Score (FCS),true,false,A composite indicator used by the WFP to assess food consumption and dietary quality at the household level.,World Food Programme,"Food security, nutrition"
pub.1173960729,Exploring the Evolutionary Characteristics of Food Security in China and the United States from a Multidimensional Perspective,10.3390/foods13142272,Food Insecurity Experience Scale (FIES),true,false,A globally validated questionnaire for measuring individual food insecurity experiences.,,"Food security, survey methodology"
pub.1173960729,Exploring the Evolutionary Characteristics of Food Security in China and the United States from a Multidimensional Perspective,10.3390/foods13142272,Household Food Insecurity Access Scale (HFIAS),true,false,A questionnaire assessing access‑related aspects of household food insecurity.,,"Food security, household surveys"
pub.1174039077,Household Food Sourcing Patterns and Their Associations With Food Insecurity in Appalachian Ohio,10.1016/j.jand.2024.07.162,US Adult Food Security Module (USDA 10-item),false,false,A 10-item questionnaire used to assess household food security status over the previous 30 days.,U.S. Department of Agriculture,Nutrition/Food Security
pub.1174039077,Household Food Sourcing Patterns and Their Associations With Food Insecurity in Appalachian Ohio,10.1016/j.jand.2024.07.162,Household Pulse Survey,false,false,A rapid response survey by the U.S. Census Bureau collecting data on the social and economic impacts of COVID-19 on American households.,U.S. Census Bureau,Public Health/Economics
pub.1174803730,Expanded Child Tax Credit and Food Insecurity,10.1001/jamainternmed.2024.3972,IPUMS CPS,true,true,"Integrated Public Use Microdata Series version of the CPS, providing cleaned, harmonized CPS microdata with additional variables and weights.",IPUMS (University of Minnesota),Demography / Labor Economics
pub.1174803730,Expanded Child Tax Credit and Food Insecurity,10.1001/jamainternmed.2024.3972,Current Population Survey Annual Social and Economic Supplement (ASEC),true,true,"The Annual Social and Economic Supplement of the CPS provides detailed information on income, taxes, and program participation for U.S. households.",US Census Bureau,Economics / Public Policy
pub.1174849929,Food Insecurity across Age Groups in the United States during the COVID-19 Pandemic,10.3390/ijerph21081078,USDA six‑item food security module,true,false,A shortened version of the USDA food security questionnaire consisting of six items.,USDA Economic Research Service,"Nutrition, food security"
pub.1174849929,Food Insecurity across Age Groups in the United States during the COVID-19 Pandemic,10.3390/ijerph21081078,ERS Food Security Supplement report,true,false,Annual report from USDA Economic Research Service summarizing food‑security status using the HFSSM.,USDA Economic Research Service,"Nutrition, public policy"
pub.1174849929,Food Insecurity across Age Groups in the United States during the COVID-19 Pandemic,10.3390/ijerph21081078,Census Master Address File (MAF),true,false,A comprehensive database of residential addresses used by the US Census Bureau for sampling.,US Census Bureau,"Survey methodology, demography"
pub.1174873139,"The Association Between Food Insecurity, Parental Stress, and Child Development",10.1097/fch.0000000000000411,Behavioral Risk Factor Surveillance System (BRFSS) Questions,true,true,A set of standardized questions from the BRFSS used to capture risk behaviors and health perceptions.,Selected items incorporated into the HCF study questionnaire.,Public health / Behavioral surveillance
pub.1174873139,"The Association Between Food Insecurity, Parental Stress, and Child Development",10.1097/fch.0000000000000411,"Ages and Stages Questionnaire, Third Edition (ASQ‑3)",true,true,A parent‑completed screening tool for early childhood developmental milestones.,Administered to caregivers of children enrolled in the HCF program.,Child development / Pediatrics
pub.1174873139,"The Association Between Food Insecurity, Parental Stress, and Child Development",10.1097/fch.0000000000000411,Parental Stress Index Short Form (PSI‑SF),true,true,A short‑form questionnaire assessing parental stress levels.,Completed by primary caregivers during baseline data collection.,Psychology / Family health
pub.1175151400,Risk Factors for Food Insecurity among Early Childhood Education Providers: Time for a Solution,10.3390/ijerph21091131,Child Care Resource Center (CCRC) survey,true,true,"A cross‑sectional survey of approximately 2,000 early care and education providers in California administered by the Child Care Resource Center.",Child Care Resource Center (CCRC),Early childhood education / Public health
pub.1175151400,Risk Factors for Food Insecurity among Early Childhood Education Providers: Time for a Solution,10.3390/ijerph21091131,National Center for Education Statistics Early Childhood Program Participation (NCES ECPP),true,false,A national survey dataset that reports participation rates in early childhood programs across the United States.,National Center for Education Statistics,Education statistics
pub.1175151400,Risk Factors for Food Insecurity among Early Childhood Education Providers: Time for a Solution,10.3390/ijerph21091131,National Household Education Surveys Program (NHES),true,false,"A program of surveys conducted by NCES that gathers information on educational experiences of households, including early childhood program participation.",National Center for Education Statistics,Education statistics
pub.1175226052,Food Insecurity Status and Health Care Utilization Among COPD Patients: A Retrospective Study,10.1177/01939459241274850,Electronic Health Records (EHR) of three Southern California hospitals,false,false,Patient‑level clinical and administrative data extracted from the electronic health record systems of three participating hospitals in a regional health‑care delivery system.,Integrated regional health‑care delivery system (Southern California),Clinical / Health services research
pub.1175226052,Food Insecurity Status and Health Care Utilization Among COPD Patients: A Retrospective Study,10.1177/01939459241274850,Nationwide Emergency Department Sample (NEDS),true,false,A HCUP database that provides a national sample of emergency department visits.,HCUP (Healthcare Cost and Utilization Project),Health services research / Emergency care utilization
pub.1175226052,Food Insecurity Status and Health Care Utilization Among COPD Patients: A Retrospective Study,10.1177/01939459241274850,U.S. Department of Agriculture Economic Research Report (Food Insecurity and Chronic Conditions),false,false,A USDA Economic Research Service report that presents national estimates of food insecurity and its association with chronic diseases.,"U.S. Department of Agriculture, Economic Research Service",Public health / Nutrition epidemiology
pub.1175266540,Trauma exposure proximity associated with eating disorder diagnosis in women with food insecurity,10.1016/j.appet.2024.107653,National Longitudinal Study of Adolescent to Adult Health,true,false,"A nationally representative longitudinal cohort that follows adolescents into adulthood, collecting health, social, and behavioral data.",Citation in reference list (not a primary data source for this paper).,Public Health / Epidemiology
pub.1175266540,Trauma exposure proximity associated with eating disorder diagnosis in women with food insecurity,10.1016/j.appet.2024.107653,Great Smoky Mountains Study,true,false,A longitudinal study examining mental health outcomes among participants in the Great Smoky Mountains region.,Citation in reference list (not used for analysis in the current paper).,Psychiatry / Mental Health
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,Census Household Pulse Survey (CHHPS),false,false,Rapid‑response survey launched by the U.S. Census Bureau to track the social and economic impacts of COVID‑19.,U.S. Census Bureau,Social‑science / Public‑health
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,Data Axle (formerly Reference USA) business database,false,false,"Commercial database of U.S. businesses with firm‑level attributes (address, industry codes, etc.).",Data Axle (Reference USA),Business / Geographic information
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,Local Harvest dataset,false,false,"Online directory of farms, farmers markets, and CSAs in the United States.",Local Harvest (non‑profit organization),Agriculture / Food‑access
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,Farmshare dataset,false,false,Directory of community‑supported agriculture (CSA) programs and farm‑direct sales.,Farmshare (non‑profit platform),Agriculture / Food‑access
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,Feeding South Florida dataset,false,false,"Regional directory of food‑pantries, soup kitchens and other emergency food providers in South Florida.",Feeding South Florida (non‑profit network),Food‑security / Community services
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,Foodpantries.org dataset,false,false,National searchable directory of food‑pantries and related services.,Foodpantries.org (non‑profit),Food‑security
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,"Social‑media platform data (Facebook, Twitter, Instagram)",false,false,"Public posts, pages, and event listings from major social‑media platforms that advertise food‑relief services.","Facebook, Twitter, Instagram",Community outreach / Food‑access
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,City of Hialeah official website data,false,false,"Municipal webpages providing permits, locations, and contact information for local food‑relief organizations.",City of Hialeah (municipal government),Local government / Food‑access
pub.1175405067,"Understanding Food Insecurity and Participation in Food Assistance Programs among Hispanic/Latino Residents of Hialeah, Florida, before and during the COVID-19 Pandemic",10.3390/su16177612,U.S. Census Bureau Open Data mapping tool (2020 shapefiles),false,false,Open GIS shapefiles of municipal boundaries and census tracts released by the U.S. Census Bureau.,U.S. Census Bureau – TIGER/Line Shapefiles,Geography / GIS
pub.1175520736,Food Insecurity and Dementia Risk in U.S. Older Adults: Evidence From the 2013–2021 Panel Study of Income Dynamics,10.1093/geronb/gbae153,National Health and Aging Trends Survey (NHATS),true,false,A longitudinal study of Medicare beneficiaries aged 65+ focusing on health and functioning trends.,https://www.nhats.org/,Aging/Health Survey
pub.1175520909,Focusing attention on the important association between food insecurity and psychological distress: a systematic review and meta-analysis,10.1186/s40795-024-00922-1,Household Food Insecurity Access Scale (HFIAS),true,false,A scale consisting of nine items that measures the access component of household food insecurity.,International Food Policy Research Institute (IFPRI),Food security research
pub.1175520909,Focusing attention on the important association between food insecurity and psychological distress: a systematic review and meta-analysis,10.1186/s40795-024-00922-1,Food Insecurity Experience Scale Survey Module for Individuals (FIES),true,false,A globally standardized questionnaire to assess the severity of food insecurity at the individual level.,FAO/UNEP/World Bank,Food security assessment
pub.1175520909,Focusing attention on the important association between food insecurity and psychological distress: a systematic review and meta-analysis,10.1186/s40795-024-00922-1,Radimer/Cornell Hunger and Food Scale,true,false,"A set of items designed to assess household hunger and food insecurity, originally developed by Radimer and Cornell researchers.",Cornell University Food Security Research,Nutrition / Food security
pub.1175563939,Exploring Food Insecurity and Perceived Stress on Daytime Sleepiness among Older Adults in New York City,10.3390/foods13172831,National Health and Aging Trends Study (NHATS),true,false,"A longitudinal, nationally representative study of health and functional status among U.S. adults aged 65 and older.",Johns Hopkins University / National Institute on Aging,Aging research
pub.1175563939,Exploring Food Insecurity and Perceived Stress on Daytime Sleepiness among Older Adults in New York City,10.3390/foods13172831,Epidemiology of Chronic Diseases Cohort Study,true,false,A cohort study examining chronic disease patterns and related health outcomes.,,Epidemiology / Chronic disease research
pub.1175687308,Could measuring factors other than a lack of financial resources help in achieving the zero hunger goal,10.3389/fsufs.2024.1412401,Food Insecurity Experience Scale (FIES),true,false,An experience‑based questionnaire developed by FAO to assess food insecurity at the individual or household level worldwide.,Food and Agriculture Organization of the United Nations,"Food security, International development"
pub.1176114932,Individual‐ and environmental‐level determinants of fruit and vegetable intakes in rural Georgia,10.1111/jrh.12880,Two Georgias Initiative (TGI) evaluation data,true,true,"Survey data collected as part of the evaluation of the Two Georgias Initiative, covering health behaviors, food access, and demographics of rural Georgia residents.",Healthcare Georgia Foundation / The Two Georgias Initiative,Public health / Rural health evaluation
pub.1176114932,Individual‐ and environmental‐level determinants of fruit and vegetable intakes in rural Georgia,10.1111/jrh.12880,American Community Survey,true,false,"An ongoing U.S. Census Bureau survey that provides detailed demographic, social, economic, and housing data.",U.S. Census Bureau,Demography / Socio‑economic variables
pub.1176114932,Individual‐ and environmental‐level determinants of fruit and vegetable intakes in rural Georgia,10.1111/jrh.12880,Behavioral Risk Factor Surveillance System,true,false,"A CDC‑run telephone survey collecting data on health-related risk behaviors, chronic health conditions, and use of preventive services.",Centers for Disease Control and Prevention (CDC),Public health / Behavioral health
pub.1176114932,Individual‐ and environmental‐level determinants of fruit and vegetable intakes in rural Georgia,10.1111/jrh.12880,Nielsen TDLinx,true,false,"A commercial database that provides information on retail locations, sales, and classification of food stores.",Nielsen,Retail food environment
pub.1176114932,Individual‐ and environmental‐level determinants of fruit and vegetable intakes in rural Georgia,10.1111/jrh.12880,National Establishment Time Series (NETS),true,false,A longitudinal database of U.S. business establishments compiled by the U.S. Census Bureau.,U.S. Census Bureau,Business/Retail environment
pub.1181082564,Material hardship and use of social safety net programs among LGBT adults and their families,10.1111/asap.12432,Well-Being and Basic Needs Survey (WBNS),true,true,"A nationally‑representative survey that assesses material wellbeing, health status, housing, income, and social‑safety‑net program participation among U.S. adults.",Urban Institute; publicly available via ICPSR (series 1861).,Public health / Social science
pub.1181082564,Material hardship and use of social safety net programs among LGBT adults and their families,10.1111/asap.12432,American Community Survey (ACS),true,true,"An annual survey providing detailed demographic, social, economic, and housing data for the U.S. population.",U.S. Census Bureau.,Demography / Social statistics
pub.1181082564,Material hardship and use of social safety net programs among LGBT adults and their families,10.1111/asap.12432,ICPSR Series 1861 (Well‑Being and Basic Needs Survey),true,true,Repository entry for the Well‑Being and Basic Needs Survey data hosted by the Inter‑University Consortium for Political and Social Research.,ICPSR (University of Michigan).,Social science survey data
pub.1181082564,Material hardship and use of social safety net programs among LGBT adults and their families,10.1111/asap.12432,KnowledgePanel,true,true,A probability‑based online panel maintained by GfK that provides a sampling frame for many national surveys.,GfK KnowledgePanel.,Survey research / Panel data
