publication_id,publication_title,publication_doi,new_name,new_confidence_score_mention,new_confidence_score_use,new_description,new_source,new_domain
pub.1165940120,"Impact of food insecurity and food environment on the diet quality of older African Americans during the COVID-19 pandemic",10.3389/fpubh.2023.1268961,"National Center for Health Statistics (NCHS) six‑item short form food security survey",9,9,"Validated six‑item questionnaire measuring household food‑security status.","U.S. Census Bureau / USDA / NCHS","Food security assessment"
pub.1165940120,"Impact of food insecurity and food environment on the diet quality of older African Americans during the COVID-19 pandemic",10.3389/fpubh.2023.1268961,"PhenX Toolkit food‑environment questionnaire (protocol 210701)",9,9,"Standardized set of three Likert‑scale items assessing perceived neighborhood food environment.","PhenX Toolkit (NIH‑funded resource)","Food environment assessment"
pub.1165940120,"Impact of food insecurity and food environment on the diet quality of older African Americans during the COVID-19 pandemic",10.3389/fpubh.2023.1268961,"Diet History Questionnaire (DHQ) III",9,9,"A validated food‑frequency questionnaire used to assess usual dietary intake.","National Cancer Institute (NCI)","Nutrition assessment"
pub.1165945997,"Community Investments and Diet-Related Outcomes: A Longitudinal Study of Residents of Two Urban Neighborhoods",10.1016/j.amepre.2023.11.005,"Household Food Security Survey Module (HFSSM) – Adult Food Security Survey Module",9,9,"A 10‑item questionnaire developed by the U.S. Department of Agriculture to assess household food security status; the adult‑focused version of the Household Food Security Survey Module.","U.S. Department of Agriculture (USDA)","Nutrition / Food Security"
pub.1165945997,"Community Investments and Diet-Related Outcomes: A Longitudinal Study of Residents of Two Urban Neighborhoods",10.1016/j.amepre.2023.11.005,"Pittsburgh Hill/Homewood Research on Eating, Shopping and Health (PHRESH) cohort",9,9,"A longitudinal cohort study that collected household‑level surveys, 24‑hour dietary recalls, anthropometric measurements, and neighborhood perception data at three time points (2011, 2014, 2018).","RAND Corporation (study sponsor) in partnership with community organizations.","Public Health / Nutrition / Urban Studies"
pub.1165945997,"Community Investments and Diet-Related Outcomes: A Longitudinal Study of Residents of Two Urban Neighborhoods",10.1016/j.amepre.2023.11.005,"American Community Survey (ACS)",9,8,"Annual U.S. Census Bureau survey providing detailed demographic, social, economic, and housing data at the census‑tract level.","U.S. Census Bureau","Demography / Socio‑economic characteristics"
pub.1166063765,"Food Insecurity, Memory, and Dementia Among US Adults Aged 50 Years and Older",10.1001/jamanetworkopen.2023.44186,"Household Food Security Survey Module (HFSSM)",9.5,9,"A 6‑item questionnaire developed by the USDA to assess household food‑security status. Scores range 0‑6 and are categorized into food‑secure, low‑food‑secure, and very‑low‑food‑secure.","U.S. Department of Agriculture (USDA)","Nutrition / Food Security"
pub.1166063765,"Food Insecurity, Memory, and Dementia Among US Adults Aged 50 Years and Older",10.1001/jamanetworkopen.2023.44186,"Health and Retirement Study (HRS)",9.5,9.5,"A longitudinal panel study of U.S. adults over age 50 that collects data on health, economics, demographics, and cognition every two years.","University of Michigan Institute for Social Research (and other partners)","Social science, health, economics, aging"
pub.1166063765,"Food Insecurity, Memory, and Dementia Among US Adults Aged 50 Years and Older",10.1001/jamanetworkopen.2023.44186,"Health Care and Nutrition Study (HCNS)",9,9,"A supplemental module of the Health and Retirement Study that collected detailed information on health care access, food purchases, and nutrition, including the 6‑item food‑security module.","Health and Retirement Study (University of Michigan)","Nutrition, health services research"
pub.1166063765,"Food Insecurity, Memory, and Dementia Among US Adults Aged 50 Years and Older",10.1001/jamanetworkopen.2023.44186,"National Health and Nutrition Examination Survey (NHANES)",7,1,"A series of cross‑sectional surveys that combine interviews and physical examinations to assess health and nutrition status of the U.S. population.","U.S. Centers for Disease Control and Prevention (CDC)","Public health, nutrition, epidemiology"
pub.1166063765,"Food Insecurity, Memory, and Dementia Among US Adults Aged 50 Years and Older",10.1001/jamanetworkopen.2023.44186,"Aging, Demographics, and Memory Study (ADAMS)",6,1,"A subsample of the Health and Retirement Study that conducted detailed clinical assessments of cognition and dementia.","University of Michigan / National Institute on Aging","Gerontology, neurology"
pub.1166070324,"Social Determinants of Health and Perceived Barriers to Care in Diabetic Retinopathy Screening",10.1001/jamaophthalmol.2023.5287,"All of Us Research Program",10,10,"A nationwide research cohort funded by the NIH that collects electronic health records, survey responses, biospecimens, and other data from over a quarter‑million U.S. participants.","National Institutes of Health (NIH)","Health/Medical research, genomics, epidemiology"
pub.1166070324,"Social Determinants of Health and Perceived Barriers to Care in Diabetic Retinopathy Screening",10.1001/jamaophthalmol.2023.5287,"Medical Expenditure Panel Survey (MEPS) Household Component",9,2,"A nationally representative survey of U.S. households that collects data on health care utilization, expenditures, insurance coverage, and health status.","Agency for Healthcare Research and Quality (AHRQ)","Health economics and health services research"
pub.1166070324,"Social Determinants of Health and Perceived Barriers to Care in Diabetic Retinopathy Screening",10.1001/jamaophthalmol.2023.5287,"Kaiser Permanente Southern California system",9,2,"Integrated health care delivery system that maintains electronic health records for its enrolled members; frequently used as a data source for health services research.","Kaiser Permanente","Health services research / Clinical epidemiology"
pub.1166070324,"Social Determinants of Health and Perceived Barriers to Care in Diabetic Retinopathy Screening",10.1001/jamaophthalmol.2023.5287,"Salisbury Eye Evaluation Study",9,2,"A population‑based cohort study of older adults in Salisbury, Maryland, focused on eye disease prevalence and risk factors.","University of Maryland / NIH","Ophthalmology / Epidemiology"
pub.1166070324,"Social Determinants of Health and Perceived Barriers to Care in Diabetic Retinopathy Screening",10.1001/jamaophthalmol.2023.5287,"Healthcare Effectiveness Data and Information Set (HEDIS)",9,2,"A set of standardized performance measures used by health plans to assess quality of care, maintained by NCQA.","National Committee for Quality Assurance (NCQA)","Health care quality measurement"
pub.1166094883,"Food Insecurity, Race and Ethnicity, and Cognitive Function Among United States Older Adults",10.1016/j.tjnut.2023.11.015,"Health and Retirement Study (HRS)",10,10,"A nationally representative longitudinal survey of U.S. adults age 50+ that collects extensive information on health, economics, and family structure.","University of Michigan, funded by the National Institute on Aging (grant NIA U01AG009740).","Social/Health/Economic longitudinal cohort"
pub.1166094883,"Food Insecurity, Race and Ethnicity, and Cognitive Function Among United States Older Adults",10.1016/j.tjnut.2023.11.015,"Health Care and Nutrition Study (HCNS)",10,10,"A 2013 sub‑study of the HRS that gathered detailed health‑care utilization, food purchase, and nutrition information from a subsample of HRS participants.","University of Michigan, funded by USDA Agricultural Research Service.","Nutrition and health survey within a longitudinal cohort"
pub.1166094883,"Food Insecurity, Race and Ethnicity, and Cognitive Function Among United States Older Adults",10.1016/j.tjnut.2023.11.015,"RAND Longitudinal File (HRS) 1992‑2018v2",9,9,"Processed longitudinal data set derived from the HRS, harmonized by the RAND Corporation for research use.","RAND Corporation, based on HRS data.","Longitudinal health/economic data"
pub.1166094883,"Food Insecurity, Race and Ethnicity, and Cognitive Function Among United States Older Adults",10.1016/j.tjnut.2023.11.015,"RAND Cross‑sectional File (HRS) version e.2a",9,9,"A cross‑sectional snapshot of HRS variables processed by RAND for research purposes.","RAND Corporation, based on HRS data.","Cross‑sectional health/economic data"
pub.1166094883,"Food Insecurity, Race and Ethnicity, and Cognitive Function Among United States Older Adults",10.1016/j.tjnut.2023.11.015,"HRS Tracker File",8,8,"A file that provides identifiers and basic demographic information for HRS respondents across waves.","University of Michigan, HRS.","Survey metadata"
pub.1166094883,"Food Insecurity, Race and Ethnicity, and Cognitive Function Among United States Older Adults",10.1016/j.tjnut.2023.11.015,"National Health and Nutrition Examination Survey (NHANES)",9,2,"A series of cross‑sectional surveys that assess health and nutritional status of the U.S. population.","U.S. Centers for Disease Control and Prevention (CDC).","Public health / nutrition"
pub.1166148913,"Food Insecurity and Food Addiction in a Large, National Sample of Lower-Income Adults",10.1016/j.cdnut.2023.102036,"Household Food Security Survey Module (HFSSM)",10,10,"A standardized 18‑item questionnaire that assesses household food‑insecurity experiences over the past 12 months.","U.S. Department of Agriculture (USDA).","Public health / Nutrition"
pub.1166148913,"Food Insecurity and Food Addiction in a Large, National Sample of Lower-Income Adults",10.1016/j.cdnut.2023.102036,"National Health and Nutrition Examination Survey (NHANES)",9,2,"A large, ongoing, nationally representative health survey that combines interviews and physical examinations.","U.S. Centers for Disease Control and Prevention (CDC) / National Center for Health Statistics.","Public health / Epidemiology"
pub.1166148913,"Food Insecurity and Food Addiction in a Large, National Sample of Lower-Income Adults",10.1016/j.cdnut.2023.102036,"Prime Panels (CloudResearch panel)",9,8,"An online respondent panel that provides access to a large, demographically diverse pool of participants for survey research.","CloudResearch (formerly TurkPrime).","Social science research / Survey sampling"
pub.1166292116,"High Prevalence of Food Insecurity and Related Disparities Among US College and University Students From 2015–2019",10.1016/j.jneb.2023.10.013,"Household Food Security Survey Module (HFSSM)",10,9,"The USDA’s 18‑item HFSSM is the gold‑standard instrument for classifying households into high, marginal, low, and very low food security.","US Department of Agriculture, Economic Research Service","Nutrition / Food security measurement"
pub.1166292116,"High Prevalence of Food Insecurity and Related Disparities Among US College and University Students From 2015–2019",10.1016/j.jneb.2023.10.013,"Panel Study of Income Dynamics (PSID)",10,10,"The PSID is the world’s longest‑running nationally representative household panel survey, tracking families and individuals since 1968.","University of Michigan Institute for Social Research","Social, economic, and health research"
pub.1166292116,"High Prevalence of Food Insecurity and Related Disparities Among US College and University Students From 2015–2019",10.1016/j.jneb.2023.10.013,"Current Population Survey (CPS) – March Annual Demographic Survey",9,5,"The CPS is a monthly survey of US households conducted by the Census Bureau and BLS; the March Annual Demographic Survey provides demographic benchmarks used for post‑stratification.","U.S. Census Bureau / Bureau of Labor Statistics","Labor and demographic statistics"
pub.1166292116,"High Prevalence of Food Insecurity and Related Disparities Among US College and University Students From 2015–2019",10.1016/j.jneb.2023.10.013,"National Health and Nutrition Examination Survey (NHANES)",8,1,"NHANES is a program of studies designed to assess the health and nutritional status of adults and children in the United States through interviews and physical examinations.","National Center for Health Statistics, CDC","Health and nutrition surveillance"
pub.1166355998,"Income and food insecurity among SNAP recipients: a consideration of the SNAP benefit formula",10.1093/erae/jbad039,"Food Acquisition and Purchase Survey (FoodAPS)",8,1,"A nationally‑representative survey that collects detailed information on household food acquisition, purchase, and consumption.","U.S. Department of Agriculture, Economic Research Service","Food acquisition, nutrition, food security"
pub.1166355998,"Income and food insecurity among SNAP recipients: a consideration of the SNAP benefit formula",10.1093/erae/jbad039,"National Health and Nutrition Examination Survey (NHANES)",8,1,"A series of cross‑sectional surveys that combine interviews, physical examinations, and laboratory tests to assess the health and nutritional status of the U.S. population.","National Center for Health Statistics, CDC","Health, nutrition, epidemiology"
pub.1166355998,"Income and food insecurity among SNAP recipients: a consideration of the SNAP benefit formula",10.1093/erae/jbad039,"Survey of Income and Program Participation (SIPP)",9,9,"A longitudinal, nationally‑representative panel survey conducted by the U.S. Census Bureau that tracks income, program participation, and other household characteristics.","U.S. Census Bureau","Income, program participation, food security"
pub.1166355998,"Income and food insecurity among SNAP recipients: a consideration of the SNAP benefit formula",10.1093/erae/jbad039,"U.S. Household Food Security Survey Module (HFSSM)",7,1,"A questionnaire module that assesses household food‑security status; used in many national surveys (e.g., CPS, NHANES).","U.S. Department of Agriculture","Food security measurement"
pub.1166358086,"1834. Impact of COVID-19 and Socioeconomic Status on Food Insecurity in the US Adult Population: Analysis of the 2021 National Health Interview Survey",10.1093/ofid/ofad500.1663,"National Health Interview Survey (2021)",9,9,"A nationally representative, cross‑sectional health survey conducted annually by the U.S. National Center for Health Statistics (NCHS) that collects information on health status, health behaviors, and health care utilization.","U.S. National Center for Health Statistics (NCHS)","Public health / epidemiology"
pub.1166473996,"Prevalence of the metabolic syndrome by household food insecurity status in the United States adolescent population, 2001–2020: a cross-sectional study",10.1016/j.ajcnut.2023.11.014,"National Health and Nutrition Examination Survey (NHANES)",10,9,"A series of nationally representative, cross‑sectional surveys conducted by the U.S. CDC/NCHS that collect health, nutrition, and demographic data through interviews, physical examinations, and laboratory tests.","U.S. Centers for Disease Control and Prevention – National Center for Health Statistics","Public health / nutrition / epidemiology"
pub.1166473996,"Prevalence of the metabolic syndrome by household food insecurity status in the United States adolescent population, 2001–2020: a cross-sectional study",10.1016/j.ajcnut.2023.11.014,"NHANES 2001‑2020 cycles",9,8,"Specific waves of the NHANES survey covering the period 2001‑2020.","CDC/NCHS","Public health / nutrition"
pub.1166473996,"Prevalence of the metabolic syndrome by household food insecurity status in the United States adolescent population, 2001–2020: a cross-sectional study",10.1016/j.ajcnut.2023.11.014,"Bogalusa Heart Study",7,1,"A long‑term community‑based cohort study of cardiovascular risk factors in a biracial population from Bogalusa, Louisiana.","Bogalusa Heart Study investigators","Cardiovascular epidemiology"
pub.1166473996,"Prevalence of the metabolic syndrome by household food insecurity status in the United States adolescent population, 2001–2020: a cross-sectional study",10.1016/j.ajcnut.2023.11.014,"Danish Youth and Sport Study",6,1,"A Danish longitudinal study examining fitness and cardiometabolic risk in youth.","Danish research institutions","Sports medicine / epidemiology"
pub.1166473996,"Prevalence of the metabolic syndrome by household food insecurity status in the United States adolescent population, 2001–2020: a cross-sectional study",10.1016/j.ajcnut.2023.11.014,"Aerobics Center Longitudinal Study",6,1,"A long‑term US cohort study of adults (including adolescent follow‑up) examining fitness and metabolic health.","Clemson University / Cooper Institute","Exercise physiology / epidemiology"
pub.1166473996,"Prevalence of the metabolic syndrome by household food insecurity status in the United States adolescent population, 2001–2020: a cross-sectional study",10.1016/j.ajcnut.2023.11.014,"United States Food Security Survey Module (US FSSM)",7,1,"A questionnaire module embedded in NHANES that captures household food‑security status.","USDA/US Department of Agriculture","Nutrition / public health"
pub.1166581612,"The Plate Matters: Exploring the Intersection of Food Insecurity in Patients with Cancer",10.33590/emjoncol/10306925,"National Health and Nutrition Examination Survey (NHANES)",9,2,"A continuous, cross‑sectional survey of the U.S. civilian, non‑institutionalized population that combines interviews and physical examinations to assess health and nutrition status.","U.S. Department of Health and Human Services, Centers for Disease Control and Prevention (CDC)","Public health / Nutrition / Epidemiology"
pub.1166581612,"The Plate Matters: Exploring the Intersection of Food Insecurity in Patients with Cancer",10.33590/emjoncol/10306925,"International Clinical Trials Registry Platform (ICTRP)",8,2,"A World Health Organization platform aggregating information on clinical trials from multiple registries worldwide.","World Health Organization","Clinical research / Trial registration"
pub.1166581612,"The Plate Matters: Exploring the Intersection of Food Insecurity in Patients with Cancer",10.33590/emjoncol/10306925,"National Clinical Trials (NCT) registry",8,2,"The ClinicalTrials.gov database managed by the U.S. National Library of Medicine, containing registrations of clinical studies.","U.S. National Library of Medicine","Clinical research / Trial registration"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"Current Population Survey Food Security Supplement (CPS‑FSS)",10,10,"A monthly supplement to the CPS that asks an 18‑item (or 10‑item if no children) questionnaire to classify households into food‑secure, food‑insecure, and very‑low‑food‑security categories.","U.S. Census Bureau","Household survey / Food security"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"Current Population Survey (CPS) December Supplement",9,9,"The core CPS monthly survey, fielded each December, providing demographic, employment, and income information for U.S. households.","U.S. Census Bureau","Household survey / Labor & income"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"University of Kentucky Center for Poverty Research National Welfare Database",9,9,"A compiled database of state‑level welfare program characteristics, economic indicators, and policy variables.","University of Kentucky Center for Poverty Research","State‑level policy & economic data"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"Kaiser Family Foundation State Health Facts",9,9,"A repository of state‑by‑state health policy data, including Medicaid income eligibility limits for children and CHIP.","Kaiser Family Foundation (KFF)","Health policy"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"American Community Survey (ACS)",9,9,"Annual nationwide survey providing detailed demographic, housing, and economic characteristics at the state and sub‑state level.","U.S. Census Bureau","Socio‑economic statistics"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"Bureau of Labor Statistics Local Area Unemployment Statistics (LAUS)",9,9,"Monthly and annual unemployment rates for U.S. states and local areas.","U.S. Bureau of Labor Statistics","Labor market statistics"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"USDA SNAP Policy Database",9,8,"A database containing state‑level SNAP policy parameters (benefit levels, eligibility rules, administrative requirements).","U.S. Department of Agriculture","Food assistance program policy"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"Tax Policy Center",8,8,"Policy research organization that provides data on tax credits, including state EITC rates.","Tax Policy Center (Urban Institute & Brookings Institution)","Tax policy"
pub.1166624456,"Medicaid generosity and food hardship among children",10.1002/pam.22557,"CPS March Supplement",7,5,"The March CPS supplement provides more detailed income data than the December supplement.","U.S. Census Bureau","Household income data"
pub.1166654453,"A Systematic Review of Interventions for Obesity Among Adults With Food Insecurity",10.1097/jcn.0000000000001028,"Household Food Security Survey Module (HFSSM)",9.5,2,"A nationally‑validated questionnaire used to assess household food‑security status in the United States.","U.S. Department of Agriculture Economic Research Service","Public health / Nutrition / Food security"
pub.1166654453,"A Systematic Review of Interventions for Obesity Among Adults With Food Insecurity",10.1097/jcn.0000000000001028,"Cornell‑Radimer Hunger Scale",9,2,"A validated survey instrument assessing individual and household hunger and food‑insecurity experiences.","Cornell University / Radimer Institute (original developers)","Public health / Nutrition / Food security"
pub.1166654453,"A Systematic Review of Interventions for Obesity Among Adults With Food Insecurity",10.1097/jcn.0000000000001028,"Hunger Vital Sign",9,2,"A two‑item screening tool derived from the HFSSM to quickly identify households at risk for food insecurity.","USDA Economic Research Service / Harvard School of Public Health","Public health / Nutrition / Food security"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"Food Access Research Atlas (FARA)",9,9,"A USDA dataset that identifies census tracts that are food‑insecure (food deserts) based on distance to the nearest grocery store.","USDA Economic Research Service, 2019 (Food Access Research Atlas)","Public health / Food security"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"Longitudinal Employer‑Household Dynamics Origin‑Destination Employment Statistics (LEHD LODES)",9,9.5,"A Census Bureau/State partnership dataset that provides origin‑destination job flow counts, worker demographics, and earnings at the census‑tract level.","U.S. Census Bureau – LEHD program","Labor economics / Transportation"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"Eviction Lab dataset (Princeton University)",9,9,"A publicly available dataset providing tract‑level eviction rates and rent‑burden percentages for U.S. counties.","Princeton University Eviction Lab","Housing / Social policy"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"Area Deprivation Index (ADI)",9,9,"A composite index measuring socioeconomic deprivation at the census‑tract level, derived from ACS variables.","University of Wisconsin-Madison / Robert Wood Johnson Foundation (via the sociome R package)","Social epidemiology / Public health"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"American Community Survey (ACS)",9,9,"Annual 5‑year estimates of demographic and socioeconomic characteristics at the census‑tract level.","U.S. Census Bureau","Demography / Socio‑economic statistics"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"EPA Job Accessibility Index (45‑minute auto‑accessibility)",8.5,8.5,"A geoprocessing product from EPA that quantifies, for each block group, the number of jobs reachable within a 45‑minute drive, using LEHD employment data.","U.S. Environmental Protection Agency","Transportation / Urban planning"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"Diversity Index (DI)",8,8,"An ESRI‑derived index (0‑100) quantifying racial/ethnic diversity at the census‑tract level.","Environmental Science Research Institute (ESRI)","Demography / Geography"
pub.1166678729,"Material Hardship, Labor Market Characteristics and Substantiated Child Maltreatment: A Bayesian Spatiotemporal Analysis",10.1016/j.childyouth.2023.107371,"U.S. Census Summary File 1 (SF1) 2010",8,8,"Decennial census data providing housing unit counts at the census‑tract level.","U.S. Census Bureau","Housing / Demography"
pub.1166751448,"Internalized Weight Stigma and Weight Discrimination: Associations with Quality of Life and Psychosocial Impairment in a Sample Living with Food Insecurity",10.3390/ijerph20247147,"San Antonio Food Bank participant dataset",9,9,"A cross‑sectional survey dataset comprising 1085 adult clients of the San Antonio Food Bank, including responses to multiple psychosocial and health measures.","San Antonio Food Bank (SAFB) in collaboration with Trinity University","Public health / Nutrition / Weight stigma research"
pub.1166767548,"Food Insecurity, Neighborhood Disadvantage, and Hospital Readmission in Health System Adults",10.1097/nur.0000000000000794,"Food Access Research Atlas",10,9,"A USDA Economic Research Service dataset that identifies low‑food‑access census tracts (food deserts) across the United States.","USDA Economic Research Service","Public health / Nutrition / Geography"
pub.1166767548,"Food Insecurity, Neighborhood Disadvantage, and Hospital Readmission in Health System Adults",10.1097/nur.0000000000000794,"American Community Survey",10,9,"An ongoing U.S. Census Bureau survey that provides detailed demographic, socioeconomic, and housing data at various geographic levels.","U.S. Census Bureau","Demography / Socio‑economic data"
pub.1166767548,"Food Insecurity, Neighborhood Disadvantage, and Hospital Readmission in Health System Adults",10.1097/nur.0000000000000794,"University of Wisconsin Neighborhood Atlas",10,9,"A publicly‑available dataset that provides census‑block‑group level socioeconomic indicators, including the Area Deprivation Index (ADI).","University of Wisconsin-Madison","Social determinants of health / Geography"
pub.1166767548,"Food Insecurity, Neighborhood Disadvantage, and Hospital Readmission in Health System Adults",10.1097/nur.0000000000000794,"Area Deprivation Index (ADI)",9,8,"A composite index derived from U.S. Census data that ranks neighborhoods (census block groups) by socioeconomic deprivation.","University of Wisconsin Neighborhood Atlas (derived from Census data)","Social determinants of health / Geography"
pub.1166828079,"Exploring Sociodemographic and Chronic Disease Factors Associated With Chronic, Seasonal, Intramonthly, and Intermittent Presentations of Food Security Instability",10.1016/j.jand.2023.12.002,"Household Food Security Survey Module (HFSSM)",10,10,"A nationally‑administered 10‑ or 18‑item questionnaire that classifies households into high, marginal, low, or very low food security.","U.S. Department of Agriculture (USDA)","Nutrition / Food security"
pub.1166828079,"Exploring Sociodemographic and Chronic Disease Factors Associated With Chronic, Seasonal, Intramonthly, and Intermittent Presentations of Food Security Instability",10.1016/j.jand.2023.12.002,"Household Food Security Survey Module Instability Supplement (HFSSM‑IS)",10,9,"A three‑item supplemental questionnaire attached to the standard HFSSM to capture temporal patterns of food‑security instability.","Developed by the Gretchen Swanson Center for Nutrition (GSCN) in 2021.","Nutrition / Food security"
pub.1166828079,"Exploring Sociodemographic and Chronic Disease Factors Associated With Chronic, Seasonal, Intramonthly, and Intermittent Presentations of Food Security Instability",10.1016/j.jand.2023.12.002,"National Longitudinal Study of Adolescent to Adult Health (Add Health)",8,1,"A nationally‑representative longitudinal cohort study tracking health and social outcomes from adolescence into adulthood.","University of North Carolina at Chapel Hill; funded by the National Institutes of Health.","Public health / Epidemiology"
pub.1166981583,"Measuring food insecurity among a national sample of children with recurrent acute otitis media",10.1016/j.amjoto.2023.104186,"National Health Interview Survey",10,10,"Annual cross‑sectional survey of the non‑institutionalized U.S. population collecting health, demographic, and socioeconomic information.","National Center for Health Statistics (NCHS)","Public health / epidemiology"
pub.1166981583,"Measuring food insecurity among a national sample of children with recurrent acute otitis media",10.1016/j.amjoto.2023.104186,"National Health and Nutrition Examination Survey",9,2,"A nationally representative survey that combines interviews with physical examinations to assess health and nutrition status of U.S. residents.","National Center for Health Statistics (NCHS)","Public health / nutrition"
pub.1166981583,"Measuring food insecurity among a national sample of children with recurrent acute otitis media",10.1016/j.amjoto.2023.104186,"USDA Food Insecurity Module",8,3,"A set of ten standardized questions administered by the United States Department of Agriculture to measure household food insecurity.","U.S. Department of Agriculture (USDA) incorporated into the NHIS survey from 2011 onward.","Food security / public health"
pub.1166986948,"Food insecurity is associated with chronic pain and high-impact chronic pain in the USA",10.1017/s1368980023002732,"National Health Interview Survey (NHIS)",10,10,"An annual, nationally representative survey of the US civilian non‑institutionalized population conducted by the National Center for Health Statistics (NCHS).","National Center for Health Statistics, Centers for Disease Control and Prevention (CDC).","Public health / epidemiology"
pub.1166986948,"Food insecurity is associated with chronic pain and high-impact chronic pain in the USA",10.1017/s1368980023002732,"US Adult Food Security Survey (Ten‑item Household Food Security Survey)",9,5,"A 10‑item questionnaire developed by the USDA to assess household food‑security status over the prior month.","United States Department of Agriculture (USDA).","Food security / nutrition research"
pub.1166986948,"Food insecurity is associated with chronic pain and high-impact chronic pain in the USA",10.1017/s1368980023002732,"National Health and Nutrition Examination Survey (NHANES)",9,2,"A continuous program that assesses the health and nutritional status of adults and children in the United States through interviews and physical examinations.","National Center for Health Statistics, CDC.","Nutrition, public health"
pub.1166986948,"Food insecurity is associated with chronic pain and high-impact chronic pain in the USA",10.1017/s1368980023002732,"Medical Expenditure Panel Survey (MEPS)",9,2,"A nationally representative panel survey of US households that collects detailed information on health care use, expenditures, and insurance coverage.","Agency for Healthcare Research and Quality (AHRQ).","Health economics / health services research"
pub.1166986948,"Food insecurity is associated with chronic pain and high-impact chronic pain in the USA",10.1017/s1368980023002732,"Canadian Community Health Survey (CCHS)",9,2,"A cross‑sectional survey that collects information on health status, health care utilization, and health determinants for the Canadian population.","Statistics Canada.","Public health / epidemiology"
pub.1167022869,"Food Insecurity in Urban American Indian and Alaska Native Populations During the COVID-19 Pandemic",10.21203/rs.3.rs-3711655/v1,"National Health Interview Survey (NHIS)",9,1,"A nationally representative, annual household survey conducted by the U.S. Census Bureau that collects information on health status, health care access, and health behaviors.","U.S. Census Bureau / National Center for Health Statistics","Public health / epidemiology"
pub.1167022869,"Food Insecurity in Urban American Indian and Alaska Native Populations During the COVID-19 Pandemic",10.21203/rs.3.rs-3711655/v1,"CONCERTS cross‑sectional survey dataset (urban AI/AN adults)",9.5,9,"Primary data collected via a 40‑minute online/mailed questionnaire assessing food security, COVID‑19 infection, and vaccination status among urban AI/AN adults.","Community Organizations for Natives: COVID‑19 Epidemiology, Research, Testing, and Services (CONCERTS) study","Public health / epidemiology"
pub.1167022869,"Food Insecurity in Urban American Indian and Alaska Native Populations During the COVID-19 Pandemic",10.21203/rs.3.rs-3711655/v1,"Current Population Survey – Food Security Supplement (CPS‑FSS)",9,1,"A supplement to the Current Population Survey that provides detailed information on household food security status in the United States.","U.S. Census Bureau / USDA Economic Research Service","Economics / public health"
pub.1167022869,"Food Insecurity in Urban American Indian and Alaska Native Populations During the COVID-19 Pandemic",10.21203/rs.3.rs-3711655/v1,"Electronic Health Record (EHR) data from participating clinics",7,5,"Patient demographic and visit information extracted from clinic electronic health record systems to identify eligible participants.","Five urban Indian Health Organization clinics participating in CONCERTS","Clinical data / health services research"
pub.1167117169,"Social Support and Associated Factors Among Men and Women in Pre-COVID Substance Use Treatment",10.1007/s10597-023-01218-7,"U.S. Household Food Security Survey Module (HFSSM)",9,9,"A USDA‑developed questionnaire that measures household food‑security status; the full module contains 18‑18 items, but the study used three core items.","U.S. Department of Agriculture (USDA) 2012","Public health / Nutrition"
pub.1167117169,"Social Support and Associated Factors Among Men and Women in Pre-COVID Substance Use Treatment",10.1007/s10597-023-01218-7,"Medical Outcomes Study – Social Support Survey (MOS‑SS)",9,9,"A validated 19‑item self‑report instrument measuring functional, emotional, and tangible aspects of social support.","Sherbourne & Stewart, 1991","Psychology / Social epidemiology"
pub.1167117169,"Social Support and Associated Factors Among Men and Women in Pre-COVID Substance Use Treatment",10.1007/s10597-023-01218-7,"Brief Symptom Inventory‑18 (BSI‑18)",9,9,"An 18‑item self‑report scale measuring depression, anxiety, and somatization; the study used the depression subscale.","Zabora et al., 2001","Psychology / Clinical assessment"
