publication_id,publication_title,publication_doi,join_dataset1,join_dataset2,join_join_type,join_confidence_score,join_methodology,join_join_keys,join_context
pub.1167387591,"Longitudinal Associations of Diet, Food Insecurity, and Supplemental Nutrition Assistance Program Use with Global Cognitive Performance in Middle-Aged and Older Adults",10.1016/j.tjnut.2023.12.042,"Health Care and Nutrition Study (HCNS)","Health and Retirement Study (HRS) – 5 waves (2012‑2020)","integration",9.2,"The HCNS survey was administered to a random subsample of HRS participants in 2012. Respondents have a unique HRS identifier (HHIDPN). Food intake variables from HCNS were merged with the longitudinal HRS core files using this identifier. After extracting the baseline HCNS record and the five bienni","[""HHIDPN""]","Food intake data collected in the HCNS survey were linked to longitudinal health, cognition, and socioeconomic information from five biennial waves of the HRS to create the analytic sample of 6,968 adults."
pub.1167387591,"Longitudinal Associations of Diet, Food Insecurity, and Supplemental Nutrition Assistance Program Use with Global Cognitive Performance in Middle-Aged and Older Adults",10.1016/j.tjnut.2023.12.042,"Health and Retirement Study (HRS) core data","Supplemental Nutrition Assistance Program (SNAP) enrollment information (derived from HRS wave‑specific questions)","combination",7.1,"The authors first extracted the core HRS variables and the SNAP variables that were collected in each wave. Both data sets contain the respondent identifier and the interview wave year. After harmonizing the variable names the two files were merged on respondent identifier and wave using an exact in","[""respondent_id"",""wave_year""]","SNAP use was identified in each HRS wave via two survey questions; the authors combined these SNAP variables with the main HRS dataset to analyze SNAP eligibility, use, and its association with cognition."
pub.1167387591,"Longitudinal Associations of Diet, Food Insecurity, and Supplemental Nutrition Assistance Program Use with Global Cognitive Performance in Middle-Aged and Older Adults",10.1016/j.tjnut.2023.12.042,"Health and Retirement Study (HRS) longitudinal data","USDA Healthy Eating Index (HEI) scoring guidelines","fusion",6.3,"The Health Care and Nutrition Study (HCNS) was a supplemental questionnaire administered to a random subset of Health and Retirement Study (HRS) participants. Each HCNS respondent retained the unique HRS respondent identifier (HHIDPN). The research team extracted the HCNS food‑frequency data, calcul","[""respondent_id""]","HCNS respondents' reported food‑frequency questionnaire data were scored using the USDA HEI‑2015 algorithm to generate a diet‑quality metric that was then merged with the HRS longitudinal records for analysis."
pub.1167582317,"Trends and disparities in prevalence of cardiometabolic diseases by food security status in the United States",10.1186/s12937-023-00910-4,"National Health and Nutrition Examination Survey (NHANES) core data","US Household Food Security Survey Module (USDA)","integration",6.7,"The investigators used the NHANES participant identifier (SEQN) to merge the core interview, examination and laboratory files with the USDA Household Food Security Survey Module responses. The merge was performed as an exact key based join after extracting the relevant cycles, subsetting to particip","[""SEQN""]","The study combined NHANES interview, examination, and laboratory data with responses to the USDA‑developed Household Food Security Survey Module, which is administered as part of the NHANES questionnaire, to classify participants into full, marginal, low, and very low food‑security categories."
pub.1167656766,"Ultra-processed foods consumption among a USA representative sample of middle-older adults: a cross-sectional analysis",10.1017/s0007114523003033,"Health and Retirement Study (HRS) core interview data (2012)","Health Care and Nutrition Study (HCNS) supplemental survey data (2013)","merge",9.2,"The researchers performed a deterministic merge of the 2012 core HRS interview file with the 2013 HCNS supplemental file. Both datasets contain a unique respondent identifier assigned by the HRS panel. The merge was executed by matching this identifier across the two files, retaining only records th","[""respondent_id""]","Participants who completed the core HRS interview in 2012 were linked to their corresponding HCNS questionnaire responses collected in 2013. The merged file supplied the socio‑demographic, health‑behavior, and wealth variables from the core survey together with the food‑frequency‑questionnaire (FFQ)"
pub.1167656766,"Ultra-processed foods consumption among a USA representative sample of middle-older adults: a cross-sectional analysis",10.1017/s0007114523003033,"HCNS Food Frequency Questionnaire (FFQ) response data","Harvard School of Public Health nutrient composition tables","fusion",8.1,"The researchers first extracted the daily serving frequency for each of the 163 FFQ items by converting the categorical response options into numeric servings per day. Food item names from the HCNS FFQ were then standardized (lower‑casing, removal of punctuation, expansion of abbreviations). A refer","[""food_item_name""]","Each FFQ item’s reported daily servings were matched to the corresponding food item in the Harvard nutrient tables to calculate calories and nutrient amounts (e.g., protein, vitamins, minerals). The resulting nutrient‑level variables were then used to assess associations with %UPF."
pub.1167672677,"Food Insecurity Among Aging SNAP Participants and Eligible Nonparticipants in Two Predominantly Low-Income Black Neighborhoods: Implications for SNAP Enrollment and Outreach for Older Adults",10.1016/j.jand.2023.12.011,"PHRESH 2020 survey data (baseline wave)","PHRESH 2021 survey data (follow‑up wave)","merge",9.2,"The authors created a longitudinal analytic sample by selecting respondents who completed the PHRESH questionnaire in both the 2020 and 2021 waves. A unique respondent identifier assigned at baseline was used to locate the same individual in the follow‑up dataset. Records with missing identifiers or","[""respondent_id""]","The authors combined respondents who completed both the 2020 and 2021 questionnaires (n = 528) to create a longitudinal analytic sample that allowed assessment of changes in food‑security scores and other outcomes over time."
pub.1167672677,"Food Insecurity Among Aging SNAP Participants and Eligible Nonparticipants in Two Predominantly Low-Income Black Neighborhoods: Implications for SNAP Enrollment and Outreach for Older Adults",10.1016/j.jand.2023.12.011,"PHRESH survey responses (income, household size, age, Social Security receipt, TANF/SSI participation)","Pennsylvania SNAP eligibility rules (policy dataset)","integration",8.1,"The researchers first extracted the PHRESH survey records containing self‑reported household income, size, age of members, Social Security receipt, and TANF/SSI participation. A separate policy dataset containing Pennsylvania SNAP eligibility thresholds for 2021 (gross income limits expressed as per","[""household_id"",""state"",""policy_year""]","Eligibility for SNAP in 2021 was derived by applying state‑specific SNAP eligibility thresholds to the self‑reported socioeconomic variables collected in the PHRESH survey. Households meeting the income‑size‑age criteria were flagged as “eligible nonparticipants.”"
pub.1167672677,"Food Insecurity Among Aging SNAP Participants and Eligible Nonparticipants in Two Predominantly Low-Income Black Neighborhoods: Implications for SNAP Enrollment and Outreach for Older Adults",10.1016/j.jand.2023.12.011,"PHRESH survey data (self‑reported race/ethnicity)","U.S. Census Bureau racial/ethnic classification schema","fusion",6.3,"The PHRESH survey dataset was first extracted and the variable containing self‑reported race/ethnicity was cleaned (trimming whitespace, converting to lower case, removing special characters). A reference table containing the U.S. Census Bureau race/ethnicity categories and their standard codes was ","[""respondent_id"",""race_self_report""]","Race and ethnicity were defined using the U.S. Census Bureau categories, aligning respondents’ self‑identification with standard census classifications for analysis."
pub.1167853555,"Regional Variability in the Prevalence of Food Insecurity and Diet Quality among United States Children",10.3390/nu16020224,"National Health and Nutrition Examination Survey (NHANES) 2013‑2016","USDA Economic Research Service Area Resource File (Urban Influence Codes, 2013)","integration",8.7,"The researchers obtained the county of residence for each NHANES participant from the survey’s demographic data and matched it to the Urban Influence Code (UIC) provided in the USDA Economic Research Service Area Resource File (2013). The linkage was performed using a common geographic identifier – ","[""county_fips_code""]","The researchers linked each NHANES participant’s county of residence to its urban‑rural classification using the Urban Influence Code from the USDA’s Area Resource File. This external dataset provided a restricted‑use variable (urban/rural status) that was merged with the NHANES demographic and heal"
pub.1168445558,"Home and wild food procurement were associated with improved food security during the COVID-19 pandemic in two rural US states",10.1038/s41598-024-52320-z,"Online HWFP/food‑security survey (primary data collected Spring‑Summer 2021)","American Community Survey (ACS) demographic estimates","integration",8.2,"The online survey sample was aligned to the American Community Survey (ACS) demographic distribution by applying post‑stratification weights and a matching procedure. Recruitment quotas were set using the most recent ACS estimates for race/ethnicity, income, gender, education, job loss, and rural‑ur","[""race_ethnicity"",""income_category"",""gender_identity"",""job_loss"",""education_level"",""rural_urban_status""]","Recruitment quotas and sample weighting were based on the most recent ACS population profiles for race/ethnicity in Vermont and Maine, implying the survey respondents were matched to ACS demographic strata."
pub.1168445558,"Home and wild food procurement were associated with improved food security during the COVID-19 pandemic in two rural US states",10.1038/s41598-024-52320-z,"Online HWFP/food‑security survey (primary data)","Rural‑Urban Commuting Area (RUCA) codes – USDA Economic Research Service","fusion",7.6,"The researchers linked each survey respondent to the Rural‑Urban Commuting Area (RUCA) classification by matching the geographic identifier collected in the online questionnaire (typically ZIP code or census tract FIPS code) with the corresponding RUCA code from the USDA Economic Research Service la","[""ZIP_code"",""census_tract_FIPS""]","Rural/urban status of respondents was classified using four‑category RUCA codes, meaning the survey records were joined to the geographic RUCA classification layer."
pub.1168445558,"Home and wild food procurement were associated with improved food security during the COVID-19 pandemic in two rural US states",10.1038/s41598-024-52320-z,"Online HWFP/food‑security survey (primary data)","National Food Access and COVID‑19 Research Team (NFACT) survey instrument/data","combination",6.4,"The researchers used the validated NFACT survey instrument as a core template and added a set of home and wild food procurement (HWFP) items to create a combined questionnaire. The NFACT items (demographics, food‑security module, employment, health, etc.) were retained with their original variable n","[""respondent_id""]","The study “builds on work by the National Food Access and COVID research Team (NFACT)” and expands the set of questions related to HWFP, indicating that the authors incorporated the NFACT questionnaire items (and possibly baseline NFACT data) into their own survey instrument."
pub.1168489589,"Properties of the Household Food Security Survey Module Scale in Young Adults with Diabetes",10.1016/j.tjnut.2024.01.028,"SEARCH for Diabetes in Youth Study (SEARCH 4 cohort)","SEARCH Food Security Cohort Study (SFS FU1)","integration",9.2,"The researchers used a deterministic key‑based linking approach; participants from the SEARCH 4 cohort who completed the HFSSM were matched to the same individuals in the SEARCH Food Security followup cohort using the unique participant identifier assigned by the SEARCH study; after extracting the t","[""participant_id"",""survey_year""]","Participants who completed the HFSSM in the SEARCH 4 cohort (n = 1887) were linked to the follow‑up SFS cohort (n = 925) who returned for the 2018‑2021 survey, creating a longitudinal dataset that contains two time‑point observations per individual."
pub.1168489589,"Properties of the Household Food Security Survey Module Scale in Young Adults with Diabetes",10.1016/j.tjnut.2024.01.028,"Household Food Security Survey Module (HFSSM) responses (USDA‑derived questionnaire)","SEARCH for Diabetes in Youth participant data (demographics, diabetes type, clinical variables)","fusion",7.8,"The Household Food Security Survey Module (HFSSM) was administered to SEARCH participants and the item‑level responses were combined with the existing SEARCH participant records. The merge was performed by matching the unique participant identifier that is assigned to every individual in the SEARCH ","[""participant_id"",""visit_date""]","The HFSSM was administered to SEARCH participants (both adult‑self‑report and parent‑report) and the resulting item‑level responses were merged with the participants’ existing SEARCH dataset to evaluate scaling properties, Rasch model fit, and prevalence of household food insecurity."
pub.1168489589,"Properties of the Household Food Security Survey Module Scale in Young Adults with Diabetes",10.1016/j.tjnut.2024.01.028,"Current Population Survey Food Security Supplement (CPS‑FSS) data (external reference)","SEARCH participant data with HFSSM responses","comparison/secondary integration",6.3,"The authors performed a secondary integration by comparing prevalence estimates from the national Current Population Survey Food Security Supplement (CPS FSS) with the prevalence derived from the SEARCH cohort. No individual level identifiers were shared, so the join was conducted at the aggregate l","[""year"",""age_group"",""diabetes_type""]","The authors cite CPS‑FSS as the source of the HFSSM and reference national prevalence estimates to contextualize their findings, implying that they juxtaposed their SEARCH‑derived prevalence with CPS‑FSS benchmarks."
pub.1168500470,"Food insecurity and health-related quality of life among a nationally representative sample of older adults: cross-sectional analysis",10.1186/s12877-024-04716-9,"National Health and Nutrition Examination Survey (NHANES) 2007‑2012","Household Food Security Survey Module (HFSSM)","integration",9.2,"The researchers extracted the 18‑item food‑security module from the NHANES household interview file and linked it to the core demographic, socioeconomic and health variables that reside in separate NHANES data files. The linkage relied on the unique respondent identifier assigned by NHANES (SEQN). A","[""SEQN""]","The study extracted the 18‑item HFSSM responses from the NHANES household interview and combined them with the NHANES core demographic, socioeconomic, and health‑related variables to create the analytic sample of 3,375 older adults."
pub.1168500470,"Food insecurity and health-related quality of life among a nationally representative sample of older adults: cross-sectional analysis",10.1186/s12877-024-04716-9,"National Health and Nutrition Examination Survey (NHANES) 2007‑2012","CDC Health‑Related Quality of Life (HRQOL‑4) measures","fusion",8.5,"The investigators extracted the HRQOL‑4 variables from the Mobile Examination Center questionnaire file and the food‑security variables from the household interview file of NHANES 2007‑2012. Both files contain the unique participant identifier SEQN. After cleaning each file (removing records with mi","[""SEQN""]","HRQOL‑4 questions (physical health days, mental health days, anxiety days) were collected in the NHANES Mobile Examination Center and merged with the NHANES participant records to evaluate associations with food‑security status."
pub.1168500470,"Food insecurity and health-related quality of life among a nationally representative sample of older adults: cross-sectional analysis",10.1186/s12877-024-04716-9,"National Health and Nutrition Examination Survey (NHANES) 2007‑2012","Self‑reported SNAP/Food Stamp participation variable","combination",7.1,"The authors used the NHANES participant identifier to merge the SNAP participation variable with the food‑security and health‑related quality of life variables that were collected in the same survey cycle. The merge was performed as an exact match on the unique respondent ID, creating a single analy","[""SEQN""]","Participants’ SNAP enrollment status, captured as a survey item within NHANES, was combined with the food‑security and HRQOL variables to test effect‑modification by SNAP participation."
pub.1168502433,"Household food insecurity and physical activity behaviour in Ecuadorian children and adolescents: findings from the Ecuador 2018 National Health and Nutrition Survey (ENSANUT-2018)",10.1017/s1368980024000351,"Ecuador 2018 National Health and Nutrition Survey – Household module (Hogar)","Ecuador 2018 National Health and Nutrition Survey – Risk Factors module (Factores de Riesgo) for children 5‑17 years","merge",9.2,"The two ENSANUT 2018 modules were extracted, cleaned and harmonized. A common household identifier present in both the household (Hogar) file and the child risk factors (Factores de Riesgo) file was used to link records. After removing duplicate rows and standardising variable names, an inner merge ","[""household_id"",""child_id""]","The authors combined the two ENSANUT‑2018 modules to create a single analytical file containing household‑level sociodemographic and food‑security information together with child‑level physical‑activity, sedentary‑behaviour and anthropometric measurements."
pub.1168502433,"Household food insecurity and physical activity behaviour in Ecuadorian children and adolescents: findings from the Ecuador 2018 National Health and Nutrition Survey (ENSANUT-2018)",10.1017/s1368980024000351,"ENSANUT‑2018 child anthropometric measurements (height, weight)","World Health Organization (WHO) growth reference data (BMI‑for‑age and height‑for‑age Z‑score tables)","fusion",8.1,"The ENSANUT 2018 child dataset containing measured height, weight, age in months and sex was linked to the WHO 2007 growth reference tables. The WHO macro for R was used to perform a lookup of the appropriate reference median and standard deviation based on exact age (in months) and sex. For each ch","[""age_months"",""sex""]","BMI‑for‑age (BAZ) and height‑for‑age (HAZ) Z‑scores were calculated by applying the WHO macro for R to the measured height and weight from ENSANUT."
pub.1168502433,"Household food insecurity and physical activity behaviour in Ecuadorian children and adolescents: findings from the Ecuador 2018 National Health and Nutrition Survey (ENSANUT-2018)",10.1017/s1368980024000351,"ENSANUT‑2018 food‑security questionnaire responses (8‑item FIES)","FAO Food Insecurity Experience Scale (FIES) scoring algorithm and classification thresholds","integration",7.4,"The eight item FIES responses from ENSANUT‑2018 were extracted, cleaned and summed to obtain a raw score for each household. The FAO scoring algorithm and cut‑points (0 = food secure, 1‑3 = marginal, 4‑8 = moderate‑severe) were applied to create a categorical variable. A key based join was then perf","[""household_id"",""person_id"",""survey_year""]","Household food‑security status was assessed using the eight‑question FIES; raw scores were summed and then categorized into food‑secure, marginal HFI, and moderate‑severe HFI according to the FAO‑defined cut‑points."
pub.1168502433,"Household food insecurity and physical activity behaviour in Ecuadorian children and adolescents: findings from the Ecuador 2018 National Health and Nutrition Survey (ENSANUT-2018)",10.1017/s1368980024000351,"ENSANUT‑2018 sampling frame derived from the 2010 Ecuadorian Population Census and its updates (2010‑2017)","ENSANUT‑2018 respondent data (household and child modules)","integration",6.3,"The ENSANUT‑2018 sampling frame was built from the 2010 Ecuadorian Population Census and its yearly updates (2010‑2017). The census database contains unique geographic identifiers (department, province, canton, census tract, block) and household IDs. The survey dataset (Household and Risk Factors mo","[""department"",""province"",""canton"",""census_tract"",""block"",""household_id""]","The probabilistic two‑stage sampling strategy for ENSANUT‑2018 used the 2010 census as the underlying frame; the census data were linked to the survey records to ensure national representativeness and to apply sampling weights."
pub.1168658937,"Food insecurity, fruit and vegetable consumption, and use of the Supplemental Nutrition Assistance Program (SNAP) in Appalachian Ohio",10.1371/journal.pone.0295171,"Consumer household survey data collected in Southeast Ohio","American Community Survey (ACS) demographic data","integration",7.2,"The authors did not perform a formal dataset join between the household survey and ACS data. Instead they used a descriptive comparative approach to assess representativeness by calculating summary statistics (e.g., percentages of race, age, income, education) for their survey sample and comparing t","[]","The authors compare the characteristics of their survey sample (e.g., race, age, income) to relevant ACS data to assess representativeness."
pub.1168658937,"Food insecurity, fruit and vegetable consumption, and use of the Supplemental Nutrition Assistance Program (SNAP) in Appalachian Ohio",10.1371/journal.pone.0295171,"Consumer household survey data","USDA 18‑item Household Food Security Survey Module (external questionnaire)","fusion",6.8,"The USDA 18‑item Household Food Security Survey Module was administered as part of the consumer household survey. Responses to the external USDA questionnaire were merged with the core survey records for each household using a respondent identifier that uniquely links the questionnaire data to the h","[""respondent_id"",""household_id""]","The USDA food security module is incorporated into the survey to calculate household food security status, effectively combining external USDA questionnaire data with the respondents' answers."
pub.1168814714,"Associations between food insecurity and diabetes risk factors in US adolescents in the National Health and Nutrition Examination Survey (NHANES) 2007–2016",10.1017/s1368980024000284,"NHANES demographic/questionnaire files (age, sex, race/ethnicity, household income, activity variables, etc.)","NHANES laboratory files (fasting plasma glucose, HbA1c, OGTT, fasting insulin – used to compute HOMA‑IR)","integration",9.2,"The investigators extracted the demographic questionnaire files and the laboratory files from NHANES cycles 2007 to 2016. Both file sets contain the unique participant identifier SEQN. After loading the datasets they performed a merge on SEQN to retain only records with complete exposure covariates ","[""SEQN""]","The authors linked participants’ questionnaire information (including the food‑security items and covariates) with their corresponding laboratory measurements to create a single analytic file for each adolescent."
pub.1168814714,"Associations between food insecurity and diabetes risk factors in US adolescents in the National Health and Nutrition Examination Survey (NHANES) 2007–2016",10.1017/s1368980024000284,"NHANES (all cycles 2007‑2016)","Household Food Security Survey Module (HFSSM) questionnaire data","merge",8.8,"The authors merged the USDA 18‑item Household Food Security Survey Module (HFSSM) responses with the core NHANES participant records for each survey cycle. The merge was performed on the unique participant identifier (SEQN) and the survey cycle year, ensuring that each respondent’s food‑security cla","[""SEQN"",""survey_cycle""]","Household food‑security status was measured using the USDA 18‑item HFSSM, which is administered as part of the NHANES interview. The authors combined the HFSSM responses with the rest of the NHANES participant data to define exposure categories (full, marginal, food‑insecure)."
pub.1168814714,"Associations between food insecurity and diabetes risk factors in US adolescents in the National Health and Nutrition Examination Survey (NHANES) 2007–2016",10.1017/s1368980024000284,"NHANES 2007‑2008 cycle","NHANES 2009‑2010 cycle","combination",8.5,"The authors extracted the required variables from each of the five two‑year NHANES cycles (2007‑2008 through 2015‑2016). After extraction they harmonized variable names and coding schemes across cycles, applied the NHANES recommended recoding for income and food security categories, and recomputed t","[""common_variable_set""]","Data from five two‑year NHANES cycles were pooled to obtain a sufficient sample size of lower‑income adolescents (n = 3412). The authors recalculated survey weights according to the NHANES protocol for pooling multiple cycles."
pub.1168917553,"Food Insecurity Among Graduate Students and Postdoctoral Trainees",10.1001/jamanetworkopen.2023.56894,"Harvard graduate student & postdoctoral trainee survey responses","Household Food Security Survey Module (HFSSM)","integration",9.2,"The researchers incorporated the validated 18 item US Household Food Security Survey Module into the cross sectional questionnaire distributed to graduate students and postdoctoral trainees. Each respondent completed the HFSSM items together with demographic questions. Responses were scored accordin","[""none""]","The authors incorporated the validated 18‑item US Household Food Security Survey Module into their cross‑sectional questionnaire to assess food insecurity among respondents."
pub.1168917553,"Food Insecurity Among Graduate Students and Postdoctoral Trainees",10.1001/jamanetworkopen.2023.56894,"Harvard graduate student & postdoctoral trainee survey dataset","National Health and Nutrition Examination Survey (NHANES) food‑security data","combination",6.8,"The authors calculated the food insecurity prevalence in the Harvard graduate student and postdoctoral sample using the USDA Household Food Security Survey Module. They then obtained the national prevalence estimate from NHANES public tables USDA Economic Research Service. No record level merge was ","[]","The authors compare the prevalence of food insecurity observed in their sample (17.4% for graduate students, 12.7% for postdocs) to national averages (e.g., 12.8% U.S. prevalence cited from USDA/NHANES sources) to contextualize their findings."
pub.1168965162,"Lower Perceived Neighborhood Collective Efficacy Indirectly Influences the Association Between Perceived Maternal Exposure to Community Violence and Household Food Insecurity",10.1097/fch.0000000000000399,"Future of Families and Child Wellbeing Study (FFCWS) – baseline survey data (collected at childbirth)","FFCWS – Wave 3 (Y3) and Wave 5 (Y5) phone‑survey data","integration",8.7,"The researchers linked the baseline mother questionnaire with the wave 3 (child age 3) and wave 5 (child age 5) phone surveys by using the unique mother identifier that is constant across all study waves. After extracting the three files, each dataset was sorted by the identifier and a one‑to‑one me","[""mother_id"",""child_id""]","The authors created an analytic sample by linking mothers’ baseline characteristics (e.g., race/ethnicity, nativity, maternal age, etc.) with their responses at Time 1 (Y3, child age 3) and Time 2 (Y5, child age 5). This longitudinal merge allowed them to model exposure to community violence at Y3, "
pub.1168965162,"Lower Perceived Neighborhood Collective Efficacy Indirectly Influences the Association Between Perceived Maternal Exposure to Community Violence and Household Food Insecurity",10.1097/fch.0000000000000399,"FFCWS survey data (Y3/Y5)","External measurement instruments – USDA 18‑item Household Food Security Survey Module (HFSSM) and My Exposure to Violence questionnaire, and the 1995 Community Survey of the Project on Human Development in Chicago Neighborhoods (collective efficacy items)","fusion",7.4,"The researchers extracted the three supplemental instrument datasets and the core FFCWS wave files, aligned them by the unique mother identifier and survey wave (Y3 or Y5), then merged the records to produce a single analytical file. Composite scores for food insecurity, violence exposure and collec","[""mother_id"",""wave""]","The study incorporated three distinct instruments into the FFCWS questionnaire: (a) the HFSSM to assess household food insecurity, (b) the My Exposure to Violence items to capture community‑violence exposure, and (c) the collective‑efficacy scale (informal social control and social cohesion/trust). "
pub.1168965162,"Lower Perceived Neighborhood Collective Efficacy Indirectly Influences the Association Between Perceived Maternal Exposure to Community Violence and Household Food Insecurity",10.1097/fch.0000000000000399,"FFCWS longitudinal dataset (merged baseline, Y3, Y5)","Multiple imputation datasets (30 imputed copies)","combination",6.3,"The original longitudinal file (baseline, year 3, year 5) was first merged on the unique mother identifier and wave indicator to create a single panel dataset. Missing values were then imputed using multiple imputation with thirty independent draws. Each imputed draw produced a complete copy of the ","[""mother_id"",""wave""]","To address missing data, the authors performed multiple imputation (30 imputations) and re‑ran the SEMs on each imputed dataset, then combined the results. This process effectively joins the original merged longitudinal data with the set of imputed datasets for inference."
pub.1169144266,"Complementing the United States Household Food Security Survey Module with Items Reflecting Social Unacceptability",10.1016/j.tjnut.2024.02.023,"Multicenter AIDS Cohort Study/Women's Interagency HIV Study Combined Cohort Study (MWCCS)","Intersection of Material‑Need Insecurities and HIV and Cardiovascular Health substudy (material‑need insecurities substudy)","integration",9.2,"The investigators linked the substudy questionnaire records to the parent cohort records by using the unique participant identifier assigned by the MWCCS. The identifier was extracted from both datasets, cleaned to a standard format, and then merged using an inner join that retained only participant","[""participant_id""]","The cross‑sectional sample (n = 1342) was drawn from the material‑need insecurities substudy, which itself is nested within the larger MWCCS. Participants’ records from the parent cohort were merged with the substudy questionnaire data (HFSSM, social‑unacceptability items, mental‑health scales, cova"
pub.1169144266,"Complementing the United States Household Food Security Survey Module with Items Reflecting Social Unacceptability",10.1016/j.tjnut.2024.02.023,"Household Food Security Survey Module (HFSSM‑10 items)","Two newly developed social‑unacceptability items","combination",8.7,"The authors combined the two data sources by merging the responses to the standard 10‑item HFSSM with the two newly created social‑unacceptability items for each participant. A participant identifier collected in the MACS/WIHS Combined Cohort Study served as the unique key. After extracting the rele","[""participant_id"",""study_site""]","The authors created a 12‑item scale by adding the two social‑unacceptability items to the standard 10‑item HFSSM. They evaluated this combined scale with IRT models and used it in regression analyses."
pub.1169144266,"Complementing the United States Household Food Security Survey Module with Items Reflecting Social Unacceptability",10.1016/j.tjnut.2024.02.023,"Food‑insecurity data (HFSSM‑10 + social‑unacceptability items)","Mental‑health outcome data (CES‑D‑20 depression scale, Perceived Stress Scale)","integration",7.5,"The researchers extracted participant‑level data from the MACS/WIHS Combined Cohort Study database. Food‑insecurity variables (HFSSM‑10 items and two social‑unacceptability items) and mental‑health variables (CES‑D‑20 and Perceived Stress Scale) were stored in separate tables. Records were merged by","[""participant_id"",""study_site""]","Linear and logistic regression models were built to predict depressive symptoms and perceived stress using the food‑insecurity measures as predictors, after adjusting for sociodemographic covariates."
pub.1169154991,"Household food insecurity is associated with greater autonomic dysfunction testing score in Latinos with type 2 diabetes",10.1371/journal.pone.0297681,"Household Food Security Survey Module (HFSSM) responses","Autonomic function test data (24‑hour HRV, blood‑pressure response to standing & hand‑grip, urinary cortisol, metanephrine, normetanephrine)","integration",9.2,"The researchers extracted the food insecurity responses from the 6‑item HFSSM and the autonomic test results from the study database. Both data files contained a unique participant identifier assigned at enrollment. After loading the files, they filtered out records with missing identifier or incomp","[""participant_id""]","The primary exposure (food insecurity) derived from the 6‑item HFSSM was merged with the composite autonomic dysfunction score (sum of six ANS measures) to test the hypothesis that food‑insecure participants have greater autonomic dysfunction."
pub.1169154991,"Household food insecurity is associated with greater autonomic dysfunction testing score in Latinos with type 2 diabetes",10.1371/journal.pone.0297681,"Baseline REDCap survey data (demographics, socioeconomic variables, SNAP participation, financial strain)","Clinical laboratory data (fasting plasma glucose, HbA1c, insulin use) and treatment arm assignment (DE vs. DE+SM)","combination",8.4,"The REDCap survey file and the laboratory results file were extracted, cleaned and then merged on the common participant identifier that was assigned at enrollment. After validating that each identifier was present in both files, a deterministic inner join was executed using a hash based algorithm t","[""participant_id""]","Participant characteristics collected via REDCap were linked with clinical lab results and randomization group to describe the sample and to adjust for potential confounders in the analysis of food insecurity and autonomic outcomes."
pub.1169154991,"Household food insecurity is associated with greater autonomic dysfunction testing score in Latinos with type 2 diabetes",10.1371/journal.pone.0297681,"Urinary catecholamine assay data (cortisol, metanephrine, normetanephrine)","HRV and BP response data (as above)","fusion",8.1,"The two data sources were first extracted from the REDCap export files. Each participant had a unique study identifier that was present in both the urinary catecholamine dataset and the HRV/BP dataset. After loading the files into a Python environment, the data were cleaned (removal of rows with mis","[""study_id""]","Urinary catecholamine concentrations were categorized as normal/abnormal and then summed with the HRV and BP test categories to compute the overall autonomic dysfunction index."
pub.1169154991,"Household food insecurity is associated with greater autonomic dysfunction testing score in Latinos with type 2 diabetes",10.1371/journal.pone.0297681,"24‑hour Holter monitor data (standard deviation of NN intervals – SDNN)","Blood‑pressure response data (standing test and sustained hand‑grip test)","fusion",8,"The investigators first extracted raw measurements from three separate sources: (1) 24‑hour Holter recordings processed to obtain the SDNN value, (2) blood pressure readings taken during the standing test and the sustained hand‑grip test, and (3) urinary concentrations of cortisol, normetanephrine a","[""participant_id"",""assessment_date""]","Both HRV (from Holter) and BP response measures were converted to normal/abnormal categories and summed together with urinary catecholamine results to create the composite autonomic dysfunction score."
pub.1169154991,"Household food insecurity is associated with greater autonomic dysfunction testing score in Latinos with type 2 diabetes",10.1371/journal.pone.0297681,"Randomization group data (DE vs. DE+SM) from the CALMSD trial","Composite autonomic dysfunction score","integration",7.2,"The researchers extracted the randomization assignment (DE or DE+SM) from the CALMSD trial dataset and the composite autonomic dysfunction score from the autonomic testing dataset. Both files contained a unique participant identifier assigned at enrollment. After loading the CSV exports, they cleane","[""participant_id""]","The authors examined whether the treatment arm (education alone vs. education + stress management) was associated with differences in autonomic dysfunction, thereby linking the trial allocation dataset with the autonomic outcome dataset."
pub.1169186690,"Maternal periconception food insecurity and postpartum parenting stress and bonding outcomes",10.3389/fnut.2024.1275380,"Household Food Security Survey Module (HFSSM) – 6‑item short form","Primary longitudinal cohort data collected from 115 pregnant women (parenting stress, bonding, depression, social support, demographics)","integration",7.3,"The food‑security module was administered as part of the baseline questionnaire and each respondent was assigned the same study identifier that was used for all subsequent surveys. After data collection the two source files were exported as flat files (CSV). A preprocessing script read both files, h","[""study_id""]","The researchers administered the USDA 6‑item short form of the HFSSM to participants to capture periconception food‑insecurity status and then combined these responses with the participants’ other survey measures (parenting stress, postpartum bonding, CES‑D depression scores, perceived social suppor"
